1623829167495|13|statement|connection 0|url jdbc:mysql://localhost:3306/test?serverTimezone=UTC&useUnicode=true&characterEncoding=utf-8&zeroDateTimeBehavior=convertToNull&useSSL=false|SELECT  id,dept_id,username,password,nick_name,user_type,email,phone_number,sex,avatar_path,user_status,create_by,create_date,update_by,update_date,del_flag,remark  FROM sys_user_info   WHERE  del_flag='0' AND (username = ?) LIMIT 1|SELECT  id,dept_id,username,password,nick_name,user_type,email,phone_number,sex,avatar_path,user_status,create_by,create_date,update_by,update_date,del_flag,remark  FROM sys_user_info   WHERE  del_flag='0' AND (username = 'admin') LIMIT 1
1623829978077|1|statement|connection 3|url jdbc:mysql://localhost:3306/my-springsecurity-plus?serverTimezone=UTC&useUnicode=true&characterEncoding=utf-8&zeroDateTimeBehavior=convertToNull&useSSL=false|SELECT  user_id,dept_id,user_name,password,nick_name,phone,email,status,create_time,update_time  FROM my_user     WHERE (user_name = ?) LIMIT 1|SELECT  user_id,dept_id,user_name,password,nick_name,phone,email,status,create_time,update_time  FROM my_user     WHERE (user_name = 'admin') LIMIT 1
1623829979617|0|statement|connection 4|url jdbc:mysql://localhost:3306/my-springsecurity-plus?serverTimezone=UTC&useUnicode=true&characterEncoding=utf-8&zeroDateTimeBehavior=convertToNull&useSSL=false|SELECT  user_id,dept_id,user_name,password,nick_name,phone,email,status,create_time,update_time  FROM my_user     WHERE (user_name = ?) LIMIT 1|SELECT  user_id,dept_id,user_name,password,nick_name,phone,email,status,create_time,update_time  FROM my_user     WHERE (user_name = 'admin') LIMIT 1
1623829982882|0|statement|connection 5|url jdbc:mysql://localhost:3306/my-springsecurity-plus?serverTimezone=UTC&useUnicode=true&characterEncoding=utf-8&zeroDateTimeBehavior=convertToNull&useSSL=false|SELECT  user_id,dept_id,user_name,password,nick_name,phone,email,status,create_time,update_time  FROM my_user     WHERE (user_name = ?) LIMIT 1|SELECT  user_id,dept_id,user_name,password,nick_name,phone,email,status,create_time,update_time  FROM my_user     WHERE (user_name = 'admin') LIMIT 1
1623829983664|0|statement|connection 6|url jdbc:mysql://localhost:3306/my-springsecurity-plus?serverTimezone=UTC&useUnicode=true&characterEncoding=utf-8&zeroDateTimeBehavior=convertToNull&useSSL=false|SELECT  user_id,dept_id,user_name,password,nick_name,phone,email,status,create_time,update_time  FROM my_user     WHERE (user_name = ?) LIMIT 1|SELECT  user_id,dept_id,user_name,password,nick_name,phone,email,status,create_time,update_time  FROM my_user     WHERE (user_name = 'admin') LIMIT 1
1623830068124|11|statement|connection 0|url jdbc:mysql://localhost:3306/my-springsecurity-plus?serverTimezone=UTC&useUnicode=true&characterEncoding=utf-8&zeroDateTimeBehavior=convertToNull&useSSL=false|SELECT  user_id,dept_id,user_name,password,nick_name,phone,email,status,create_time,update_time  FROM my_user     WHERE (user_name = ?) LIMIT 1|SELECT  user_id,dept_id,user_name,password,nick_name,phone,email,status,create_time,update_time  FROM my_user     WHERE (user_name = 'admin') LIMIT 1
1623830128490|0|statement|connection 1|url jdbc:mysql://localhost:3306/my-springsecurity-plus?serverTimezone=UTC&useUnicode=true&characterEncoding=utf-8&zeroDateTimeBehavior=convertToNull&useSSL=false|SELECT  user_id,dept_id,user_name,password,nick_name,phone,email,status,create_time,update_time  FROM my_user     WHERE (user_name = ?) LIMIT 1|SELECT  user_id,dept_id,user_name,password,nick_name,phone,email,status,create_time,update_time  FROM my_user     WHERE (user_name = 'admin') LIMIT 1
1623830324035|12|statement|connection 0|url jdbc:mysql://localhost:3306/my-springsecurity-plus?serverTimezone=UTC&useUnicode=true&characterEncoding=utf-8&zeroDateTimeBehavior=convertToNull&useSSL=false|SELECT  user_id,dept_id,user_name,password,nick_name,phone,email,status,create_time,update_time  FROM my_user     WHERE (user_name = ?) LIMIT 1|SELECT  user_id,dept_id,user_name,password,nick_name,phone,email,status,create_time,update_time  FROM my_user     WHERE (user_name = 'admin') LIMIT 1
1623830337898|33|statement|connection 1|url jdbc:mysql://localhost:3306/test?serverTimezone=UTC&useUnicode=true&characterEncoding=utf-8&zeroDateTimeBehavior=convertToNull&useSSL=false|SELECT  menu_id,parent_id,menu_name,icon,url,permission,sort,type,create_time,update_time  FROM my_menu|SELECT  menu_id,parent_id,menu_name,icon,url,permission,sort,type,create_time,update_time  FROM my_menu
1623830383757|31|statement|connection 0|url jdbc:mysql://localhost:3306/my-springsecurity-plus?serverTimezone=UTC&useUnicode=true&characterEncoding=utf-8&zeroDateTimeBehavior=convertToNull&useSSL=false|SELECT  menu_id,parent_id,menu_name,icon,url,permission,sort,type,create_time,update_time  FROM my_menu|SELECT  menu_id,parent_id,menu_name,icon,url,permission,sort,type,create_time,update_time  FROM my_menu
1623830443873|9|statement|connection 0|url jdbc:mysql://localhost:3306/my-springsecurity-plus?serverTimezone=UTC&useUnicode=true&characterEncoding=utf-8&zeroDateTimeBehavior=convertToNull&useSSL=false|SELECT  menu_id,parent_id,menu_name,icon,url,permission,sort,type,create_time,update_time  FROM my_menu|SELECT  menu_id,parent_id,menu_name,icon,url,permission,sort,type,create_time,update_time  FROM my_menu
1623830587860|0|statement|connection 1|url jdbc:mysql://localhost:3306/my-springsecurity-plus?serverTimezone=UTC&useUnicode=true&characterEncoding=utf-8&zeroDateTimeBehavior=convertToNull&useSSL=false|SELECT  user_id,dept_id,user_name,password,nick_name,phone,email,status,create_time,update_time  FROM my_user     WHERE (user_name = ?) LIMIT 1|SELECT  user_id,dept_id,user_name,password,nick_name,phone,email,status,create_time,update_time  FROM my_user     WHERE (user_name = 'admin') LIMIT 1
1623830622822|0|statement|connection 2|url jdbc:mysql://localhost:3306/my-springsecurity-plus?serverTimezone=UTC&useUnicode=true&characterEncoding=utf-8&zeroDateTimeBehavior=convertToNull&useSSL=false|SELECT  user_id,dept_id,user_name,password,nick_name,phone,email,status,create_time,update_time  FROM my_user     WHERE (user_name = ?) LIMIT 1|SELECT  user_id,dept_id,user_name,password,nick_name,phone,email,status,create_time,update_time  FROM my_user     WHERE (user_name = 'admin') LIMIT 1
1623830648117|0|statement|connection 3|url jdbc:mysql://localhost:3306/my-springsecurity-plus?serverTimezone=UTC&useUnicode=true&characterEncoding=utf-8&zeroDateTimeBehavior=convertToNull&useSSL=false|SELECT  menu_id,parent_id,menu_name,icon,url,permission,sort,type,create_time,update_time  FROM my_menu|SELECT  menu_id,parent_id,menu_name,icon,url,permission,sort,type,create_time,update_time  FROM my_menu
1623830807259|0|statement|connection 4|url jdbc:mysql://localhost:3306/my-springsecurity-plus?serverTimezone=UTC&useUnicode=true&characterEncoding=utf-8&zeroDateTimeBehavior=convertToNull&useSSL=false|SELECT  user_id,dept_id,user_name,password,nick_name,phone,email,status,create_time,update_time  FROM my_user     WHERE (user_name = ?) LIMIT 1|SELECT  user_id,dept_id,user_name,password,nick_name,phone,email,status,create_time,update_time  FROM my_user     WHERE (user_name = 'admin') LIMIT 1
1623831009428|1|statement|connection 5|url jdbc:mysql://localhost:3306/my-springsecurity-plus?serverTimezone=UTC&useUnicode=true&characterEncoding=utf-8&zeroDateTimeBehavior=convertToNull&useSSL=false|SELECT  menu_id,parent_id,menu_name,icon,url,permission,sort,type,create_time,update_time  FROM my_menu|SELECT  menu_id,parent_id,menu_name,icon,url,permission,sort,type,create_time,update_time  FROM my_menu
1623831032539|0|statement|connection 6|url jdbc:mysql://localhost:3306/my-springsecurity-plus?serverTimezone=UTC&useUnicode=true&characterEncoding=utf-8&zeroDateTimeBehavior=convertToNull&useSSL=false|SELECT  menu_id,parent_id,menu_name,icon,url,permission,sort,type,create_time,update_time  FROM my_menu|SELECT  menu_id,parent_id,menu_name,icon,url,permission,sort,type,create_time,update_time  FROM my_menu
1623831197468|19|statement|connection 0|url jdbc:mysql://localhost:3306/my-springsecurity-plus?serverTimezone=UTC&useUnicode=true&characterEncoding=utf-8&zeroDateTimeBehavior=convertToNull&useSSL=false|SELECT  menu_id,parent_id,menu_name,icon,url,permission,sort,type,create_time,update_time  FROM my_menu|SELECT  menu_id,parent_id,menu_name,icon,url,permission,sort,type,create_time,update_time  FROM my_menu
1623831242864|0|statement|connection 1|url jdbc:mysql://localhost:3306/my-springsecurity-plus?serverTimezone=UTC&useUnicode=true&characterEncoding=utf-8&zeroDateTimeBehavior=convertToNull&useSSL=false|SELECT  menu_id,parent_id,menu_name,icon,url,permission,sort,type,create_time,update_time  FROM my_menu|SELECT  menu_id,parent_id,menu_name,icon,url,permission,sort,type,create_time,update_time  FROM my_menu
1623831331677|10|statement|connection 0|url jdbc:mysql://localhost:3306/my-springsecurity-plus?serverTimezone=UTC&useUnicode=true&characterEncoding=utf-8&zeroDateTimeBehavior=convertToNull&useSSL=false|SELECT  menu_id,parent_id,menu_name,icon,url,permission,sort,type,create_time,update_time  FROM my_menu|SELECT  menu_id,parent_id,menu_name,icon,url,permission,sort,type,create_time,update_time  FROM my_menu
1623831334331|0|statement|connection 1|url jdbc:mysql://localhost:3306/my-springsecurity-plus?serverTimezone=UTC&useUnicode=true&characterEncoding=utf-8&zeroDateTimeBehavior=convertToNull&useSSL=false|select d.permission from         my_user a join my_role_user b on a.user_id = b.user_id         join my_role_menu c on b.role_id = c.menu_id         join my_menu d on d.menu_id = c.menu_id         where a.user_id = ? and status = 1|select d.permission from         my_user a join my_role_user b on a.user_id = b.user_id         join my_role_menu c on b.role_id = c.menu_id         join my_menu d on d.menu_id = c.menu_id         where a.user_id = 1 and status = 1
1623831356859|0|statement|connection 2|url jdbc:mysql://localhost:3306/test?serverTimezone=UTC&useUnicode=true&characterEncoding=utf-8&zeroDateTimeBehavior=convertToNull&useSSL=false|SELECT  id,dept_id,username,password,nick_name,user_type,email,phone_number,sex,avatar_path,user_status,create_by,create_date,update_by,update_date,del_flag,remark  FROM sys_user_info   WHERE  del_flag='0' AND (username = ?) LIMIT 1|SELECT  id,dept_id,username,password,nick_name,user_type,email,phone_number,sex,avatar_path,user_status,create_by,create_date,update_by,update_date,del_flag,remark  FROM sys_user_info   WHERE  del_flag='0' AND (username = 'admin') LIMIT 1
1623831382360|0|statement|connection 3|url jdbc:mysql://localhost:3306/my-springsecurity-plus?serverTimezone=UTC&useUnicode=true&characterEncoding=utf-8&zeroDateTimeBehavior=convertToNull&useSSL=false|SELECT  menu_id,parent_id,menu_name,icon,url,permission,sort,type,create_time,update_time  FROM my_menu|SELECT  menu_id,parent_id,menu_name,icon,url,permission,sort,type,create_time,update_time  FROM my_menu
1623831382375|0|statement|connection 4|url jdbc:mysql://localhost:3306/my-springsecurity-plus?serverTimezone=UTC&useUnicode=true&characterEncoding=utf-8&zeroDateTimeBehavior=convertToNull&useSSL=false|select d.permission from         my_user a join my_role_user b on a.user_id = b.user_id         join my_role_menu c on b.role_id = c.menu_id         join my_menu d on d.menu_id = c.menu_id         where a.user_id = ? and status = 1|select d.permission from         my_user a join my_role_user b on a.user_id = b.user_id         join my_role_menu c on b.role_id = c.menu_id         join my_menu d on d.menu_id = c.menu_id         where a.user_id = 1 and status = 1
1623836846988|12|statement|connection 0|url jdbc:mysql://localhost:3306/my-springsecurity-plus?serverTimezone=UTC&useUnicode=true&characterEncoding=utf-8&zeroDateTimeBehavior=convertToNull&useSSL=false|SELECT  user_id,dept_id,user_name,password,nick_name,phone,email,status,create_time,update_time  FROM my_user     WHERE (user_name = ?) LIMIT 1|SELECT  user_id,dept_id,user_name,password,nick_name,phone,email,status,create_time,update_time  FROM my_user     WHERE (user_name = 'admin') LIMIT 1
1623836866112|1|statement|connection 1|url jdbc:mysql://localhost:3306/my-springsecurity-plus?serverTimezone=UTC&useUnicode=true&characterEncoding=utf-8&zeroDateTimeBehavior=convertToNull&useSSL=false|SELECT  menu_id,parent_id,menu_name,icon,url,permission,sort,type,create_time,update_time  FROM my_menu|SELECT  menu_id,parent_id,menu_name,icon,url,permission,sort,type,create_time,update_time  FROM my_menu
1623836907968|0|statement|connection 2|url jdbc:mysql://localhost:3306/my-springsecurity-plus?serverTimezone=UTC&useUnicode=true&characterEncoding=utf-8&zeroDateTimeBehavior=convertToNull&useSSL=false|SELECT  menu_id,parent_id,menu_name,icon,url,permission,sort,type,create_time,update_time  FROM my_menu|SELECT  menu_id,parent_id,menu_name,icon,url,permission,sort,type,create_time,update_time  FROM my_menu
1623836909400|0|statement|connection 3|url jdbc:mysql://localhost:3306/my-springsecurity-plus?serverTimezone=UTC&useUnicode=true&characterEncoding=utf-8&zeroDateTimeBehavior=convertToNull&useSSL=false|SELECT  menu_id,parent_id,menu_name,icon,url,permission,sort,type,create_time,update_time  FROM my_menu|SELECT  menu_id,parent_id,menu_name,icon,url,permission,sort,type,create_time,update_time  FROM my_menu
1623836910061|0|statement|connection 4|url jdbc:mysql://localhost:3306/my-springsecurity-plus?serverTimezone=UTC&useUnicode=true&characterEncoding=utf-8&zeroDateTimeBehavior=convertToNull&useSSL=false|SELECT  menu_id,parent_id,menu_name,icon,url,permission,sort,type,create_time,update_time  FROM my_menu|SELECT  menu_id,parent_id,menu_name,icon,url,permission,sort,type,create_time,update_time  FROM my_menu
1623837006435|0|statement|connection 5|url jdbc:mysql://localhost:3306/my-springsecurity-plus?serverTimezone=UTC&useUnicode=true&characterEncoding=utf-8&zeroDateTimeBehavior=convertToNull&useSSL=false|SELECT  menu_id,parent_id,menu_name,icon,url,permission,sort,type,create_time,update_time  FROM my_menu|SELECT  menu_id,parent_id,menu_name,icon,url,permission,sort,type,create_time,update_time  FROM my_menu
1623837015291|0|statement|connection 6|url jdbc:mysql://localhost:3306/my-springsecurity-plus?serverTimezone=UTC&useUnicode=true&characterEncoding=utf-8&zeroDateTimeBehavior=convertToNull&useSSL=false|SELECT  menu_id,parent_id,menu_name,icon,url,permission,sort,type,create_time,update_time  FROM my_menu|SELECT  menu_id,parent_id,menu_name,icon,url,permission,sort,type,create_time,update_time  FROM my_menu
1623837020616|1|statement|connection 7|url jdbc:mysql://localhost:3306/my-springsecurity-plus?serverTimezone=UTC&useUnicode=true&characterEncoding=utf-8&zeroDateTimeBehavior=convertToNull&useSSL=false|SELECT  menu_id,parent_id,menu_name,icon,url,permission,sort,type,create_time,update_time  FROM my_menu|SELECT  menu_id,parent_id,menu_name,icon,url,permission,sort,type,create_time,update_time  FROM my_menu
1623837021944|0|statement|connection 8|url jdbc:mysql://localhost:3306/my-springsecurity-plus?serverTimezone=UTC&useUnicode=true&characterEncoding=utf-8&zeroDateTimeBehavior=convertToNull&useSSL=false|SELECT  menu_id,parent_id,menu_name,icon,url,permission,sort,type,create_time,update_time  FROM my_menu|SELECT  menu_id,parent_id,menu_name,icon,url,permission,sort,type,create_time,update_time  FROM my_menu
1623837022525|0|statement|connection 9|url jdbc:mysql://localhost:3306/my-springsecurity-plus?serverTimezone=UTC&useUnicode=true&characterEncoding=utf-8&zeroDateTimeBehavior=convertToNull&useSSL=false|SELECT  menu_id,parent_id,menu_name,icon,url,permission,sort,type,create_time,update_time  FROM my_menu|SELECT  menu_id,parent_id,menu_name,icon,url,permission,sort,type,create_time,update_time  FROM my_menu
1623837023571|0|statement|connection 10|url jdbc:mysql://localhost:3306/my-springsecurity-plus?serverTimezone=UTC&useUnicode=true&characterEncoding=utf-8&zeroDateTimeBehavior=convertToNull&useSSL=false|SELECT  menu_id,parent_id,menu_name,icon,url,permission,sort,type,create_time,update_time  FROM my_menu|SELECT  menu_id,parent_id,menu_name,icon,url,permission,sort,type,create_time,update_time  FROM my_menu
1623837427463|9|statement|connection 0|url jdbc:mysql://localhost:3306/test?serverTimezone=UTC&useUnicode=true&characterEncoding=utf-8&zeroDateTimeBehavior=convertToNull&useSSL=false|SELECT  id,dept_id,username,password,nick_name,user_type,email,phone_number,sex,avatar_path,user_status,create_by,create_date,update_by,update_date,del_flag,remark  FROM sys_user_info   WHERE  del_flag='0' AND (username = ?) LIMIT 1|SELECT  id,dept_id,username,password,nick_name,user_type,email,phone_number,sex,avatar_path,user_status,create_by,create_date,update_by,update_date,del_flag,remark  FROM sys_user_info   WHERE  del_flag='0' AND (username = 'admin') LIMIT 1
1623837556301|0|statement|connection 1|url jdbc:mysql://localhost:3306/test?serverTimezone=UTC&useUnicode=true&characterEncoding=utf-8&zeroDateTimeBehavior=convertToNull&useSSL=false|SELECT  id,dept_id,username,password,nick_name,user_type,email,phone_number,sex,avatar_path,user_status,create_by,create_date,update_by,update_date,del_flag,remark  FROM sys_user_info   WHERE  del_flag='0' AND (username = ?) LIMIT 1|SELECT  id,dept_id,username,password,nick_name,user_type,email,phone_number,sex,avatar_path,user_status,create_by,create_date,update_by,update_date,del_flag,remark  FROM sys_user_info   WHERE  del_flag='0' AND (username = 'admin') LIMIT 1
1623837557887|0|statement|connection 2|url jdbc:mysql://localhost:3306/test?serverTimezone=UTC&useUnicode=true&characterEncoding=utf-8&zeroDateTimeBehavior=convertToNull&useSSL=false|SELECT  id,dept_id,username,password,nick_name,user_type,email,phone_number,sex,avatar_path,user_status,create_by,create_date,update_by,update_date,del_flag,remark  FROM sys_user_info   WHERE  del_flag='0' AND (username = ?) LIMIT 1|SELECT  id,dept_id,username,password,nick_name,user_type,email,phone_number,sex,avatar_path,user_status,create_by,create_date,update_by,update_date,del_flag,remark  FROM sys_user_info   WHERE  del_flag='0' AND (username = 'admin') LIMIT 1
1623837994988|8|statement|connection 0|url jdbc:mysql://localhost:3306/my-springsecurity-plus?serverTimezone=UTC&useUnicode=true&characterEncoding=utf-8&zeroDateTimeBehavior=convertToNull&useSSL=false|SELECT  user_id,dept_id,user_name,password,nick_name,phone,email,status,create_time,update_time  FROM my_user     WHERE (user_name = ?) LIMIT 1|SELECT  user_id,dept_id,user_name,password,nick_name,phone,email,status,create_time,update_time  FROM my_user     WHERE (user_name = NULL) LIMIT 1
1623838006840|0|statement|connection 1|url jdbc:mysql://localhost:3306/my-springsecurity-plus?serverTimezone=UTC&useUnicode=true&characterEncoding=utf-8&zeroDateTimeBehavior=convertToNull&useSSL=false|SELECT  user_id,dept_id,user_name,password,nick_name,phone,email,status,create_time,update_time  FROM my_user     WHERE (user_name = ?) LIMIT 1|SELECT  user_id,dept_id,user_name,password,nick_name,phone,email,status,create_time,update_time  FROM my_user     WHERE (user_name = 'admin') LIMIT 1
1623839083649|7|statement|connection 0|url jdbc:mysql://localhost:3306/my-springsecurity-plus?serverTimezone=UTC&useUnicode=true&characterEncoding=utf-8&zeroDateTimeBehavior=convertToNull&useSSL=false|SELECT  user_id,dept_id,user_name,password,nick_name,phone,email,status,create_time,update_time  FROM my_user     WHERE (user_name = ?) LIMIT 1|SELECT  user_id,dept_id,user_name,password,nick_name,phone,email,status,create_time,update_time  FROM my_user     WHERE (user_name = 'admin') LIMIT 1
1623839108706|0|statement|connection 1|url jdbc:mysql://localhost:3306/my-springsecurity-plus?serverTimezone=UTC&useUnicode=true&characterEncoding=utf-8&zeroDateTimeBehavior=convertToNull&useSSL=false|SELECT  menu_id,parent_id,menu_name,icon,url,permission,sort,type,create_time,update_time  FROM my_menu|SELECT  menu_id,parent_id,menu_name,icon,url,permission,sort,type,create_time,update_time  FROM my_menu
1623839115893|0|statement|connection 2|url jdbc:mysql://localhost:3306/my-springsecurity-plus?serverTimezone=UTC&useUnicode=true&characterEncoding=utf-8&zeroDateTimeBehavior=convertToNull&useSSL=false|SELECT  menu_id,parent_id,menu_name,icon,url,permission,sort,type,create_time,update_time  FROM my_menu|SELECT  menu_id,parent_id,menu_name,icon,url,permission,sort,type,create_time,update_time  FROM my_menu
1623839202113|7|statement|connection 0|url jdbc:mysql://localhost:3306/my-springsecurity-plus?serverTimezone=UTC&useUnicode=true&characterEncoding=utf-8&zeroDateTimeBehavior=convertToNull&useSSL=false|SELECT  user_id,dept_id,user_name,password,nick_name,phone,email,status,create_time,update_time  FROM my_user     WHERE (user_name = ?) LIMIT 1|SELECT  user_id,dept_id,user_name,password,nick_name,phone,email,status,create_time,update_time  FROM my_user     WHERE (user_name = 'admin') LIMIT 1
1623839248209|7|statement|connection 0|url jdbc:mysql://localhost:3306/my-springsecurity-plus?serverTimezone=UTC&useUnicode=true&characterEncoding=utf-8&zeroDateTimeBehavior=convertToNull&useSSL=false|SELECT  user_id,dept_id,user_name,password,nick_name,phone,email,status,create_time,update_time  FROM my_user     WHERE (user_name = ?) LIMIT 1|SELECT  user_id,dept_id,user_name,password,nick_name,phone,email,status,create_time,update_time  FROM my_user     WHERE (user_name = 'admin') LIMIT 1
1623839270202|0|statement|connection 1|url jdbc:mysql://localhost:3306/my-springsecurity-plus?serverTimezone=UTC&useUnicode=true&characterEncoding=utf-8&zeroDateTimeBehavior=convertToNull&useSSL=false|SELECT  menu_id,parent_id,menu_name,icon,url,permission,sort,type,create_time,update_time  FROM my_menu|SELECT  menu_id,parent_id,menu_name,icon,url,permission,sort,type,create_time,update_time  FROM my_menu
1623839282718|0|statement|connection 2|url jdbc:mysql://localhost:3306/my-springsecurity-plus?serverTimezone=UTC&useUnicode=true&characterEncoding=utf-8&zeroDateTimeBehavior=convertToNull&useSSL=false|SELECT  menu_id,parent_id,menu_name,icon,url,permission,sort,type,create_time,update_time  FROM my_menu|SELECT  menu_id,parent_id,menu_name,icon,url,permission,sort,type,create_time,update_time  FROM my_menu
1623839301159|0|statement|connection 3|url jdbc:mysql://localhost:3306/my-springsecurity-plus?serverTimezone=UTC&useUnicode=true&characterEncoding=utf-8&zeroDateTimeBehavior=convertToNull&useSSL=false|SELECT  menu_id,parent_id,menu_name,icon,url,permission,sort,type,create_time,update_time  FROM my_menu|SELECT  menu_id,parent_id,menu_name,icon,url,permission,sort,type,create_time,update_time  FROM my_menu
1623839301865|0|statement|connection 4|url jdbc:mysql://localhost:3306/my-springsecurity-plus?serverTimezone=UTC&useUnicode=true&characterEncoding=utf-8&zeroDateTimeBehavior=convertToNull&useSSL=false|SELECT  menu_id,parent_id,menu_name,icon,url,permission,sort,type,create_time,update_time  FROM my_menu|SELECT  menu_id,parent_id,menu_name,icon,url,permission,sort,type,create_time,update_time  FROM my_menu
